,id,train_seed,test_seed,train_size,test_size,v,target_tree_size,source_tree_size,epochs,decay_factor,alpha_0,test_rmse
0,0.0,1.0,1.0,142.0,475.0,0.07,1.0,1.0,400.0,0.97,1.0,2.585814965251965
1,1.0,1.0,1.0,142.0,475.0,0.07,1.0,1.0,400.0,0.99,1.0,2.5577023833510304
2,2.0,1.0,1.0,142.0,475.0,0.07,1.0,1.0,400.0,0.993,1.0,2.555265446243556
3,3.0,1.0,1.0,142.0,475.0,0.07,1.0,1.0,400.0,0.995,1.0,2.5346438297544402
4,4.0,1.0,1.0,142.0,475.0,0.07,1.0,1.0,400.0,0.997,1.0,2.4928064910131162
5,5.0,1.0,1.0,142.0,475.0,0.07,1.0,1.0,600.0,0.97,1.0,2.6312724241900654
6,6.0,1.0,1.0,142.0,475.0,0.07,1.0,1.0,600.0,0.99,1.0,2.6072740107539354
7,7.0,1.0,1.0,142.0,475.0,0.07,1.0,1.0,600.0,0.993,1.0,2.6026347298940196
8,8.0,1.0,1.0,142.0,475.0,0.07,1.0,1.0,600.0,0.995,1.0,2.591764482857026
9,9.0,1.0,1.0,142.0,475.0,0.07,1.0,1.0,600.0,0.997,1.0,2.541861645698269
10,10.0,1.0,1.0,142.0,475.0,0.07,1.0,2.0,400.0,0.97,1.0,2.525881281735523
11,11.0,1.0,1.0,142.0,475.0,0.07,1.0,2.0,400.0,0.99,1.0,2.5256590380094006
12,12.0,1.0,1.0,142.0,475.0,0.07,1.0,2.0,400.0,0.993,1.0,2.535444789083934
13,13.0,1.0,1.0,142.0,475.0,0.07,1.0,2.0,400.0,0.995,1.0,2.541083993422498
14,14.0,1.0,1.0,142.0,475.0,0.07,1.0,2.0,400.0,0.997,1.0,2.5955486275897846
15,15.0,1.0,1.0,142.0,475.0,0.07,1.0,2.0,600.0,0.97,1.0,2.56600980218236
16,16.0,1.0,1.0,142.0,475.0,0.07,1.0,2.0,600.0,0.99,1.0,2.562151259525275
17,17.0,1.0,1.0,142.0,475.0,0.07,1.0,2.0,600.0,0.993,1.0,2.594769739239339
18,18.0,1.0,1.0,142.0,475.0,0.07,1.0,2.0,600.0,0.995,1.0,2.6063540905027973
19,19.0,1.0,1.0,142.0,475.0,0.07,1.0,2.0,600.0,0.997,1.0,2.638777929921282
20,20.0,1.0,1.0,142.0,475.0,0.07,1.0,3.0,400.0,0.97,1.0,2.527018428777429
21,21.0,1.0,1.0,142.0,475.0,0.07,1.0,3.0,400.0,0.99,1.0,2.620070249501688
22,22.0,1.0,1.0,142.0,475.0,0.07,1.0,3.0,400.0,0.993,1.0,2.637647200710605
23,23.0,1.0,1.0,142.0,475.0,0.07,1.0,3.0,400.0,0.995,1.0,2.6970356575642165
24,24.0,1.0,1.0,142.0,475.0,0.07,1.0,3.0,400.0,0.997,1.0,2.6142741447766253
25,25.0,1.0,1.0,142.0,475.0,0.07,1.0,3.0,600.0,0.97,1.0,2.5682210503645835
26,26.0,1.0,1.0,142.0,475.0,0.07,1.0,3.0,600.0,0.99,1.0,2.655789027560216
27,27.0,1.0,1.0,142.0,475.0,0.07,1.0,3.0,600.0,0.993,1.0,2.7043170700609096
28,28.0,1.0,1.0,142.0,475.0,0.07,1.0,3.0,600.0,0.995,1.0,2.795334616624793
29,29.0,1.0,1.0,142.0,475.0,0.07,1.0,3.0,600.0,0.997,1.0,2.7576850062012404
30,30.0,1.0,1.0,142.0,475.0,0.07,1.0,4.0,400.0,0.97,1.0,2.43814454226417
31,31.0,1.0,1.0,142.0,475.0,0.07,1.0,4.0,400.0,0.99,1.0,2.632597834109932
32,32.0,1.0,1.0,142.0,475.0,0.07,1.0,4.0,400.0,0.993,1.0,2.7352071306738868
33,33.0,1.0,1.0,142.0,475.0,0.07,1.0,4.0,400.0,0.995,1.0,2.6313929143874333
34,34.0,1.0,1.0,142.0,475.0,0.07,1.0,4.0,400.0,0.997,1.0,2.7353454893432128
35,35.0,1.0,1.0,142.0,475.0,0.07,1.0,4.0,600.0,0.97,1.0,2.437718400165242
36,36.0,1.0,1.0,142.0,475.0,0.07,1.0,4.0,600.0,0.99,1.0,2.6223606715608554
37,37.0,1.0,1.0,142.0,475.0,0.07,1.0,4.0,600.0,0.993,1.0,2.7938570102351883
38,38.0,1.0,1.0,142.0,475.0,0.07,1.0,4.0,600.0,0.995,1.0,2.676382280910328
39,39.0,1.0,1.0,142.0,475.0,0.07,1.0,4.0,600.0,0.997,1.0,2.7666892320281233
40,40.0,1.0,1.0,142.0,475.0,0.07,2.0,1.0,400.0,0.97,1.0,2.721240857686364
41,41.0,1.0,1.0,142.0,475.0,0.07,2.0,1.0,400.0,0.99,1.0,2.7025734582926852
42,42.0,1.0,1.0,142.0,475.0,0.07,2.0,1.0,400.0,0.993,1.0,2.6701921709192313
43,43.0,1.0,1.0,142.0,475.0,0.07,2.0,1.0,400.0,0.995,1.0,2.692138884707623
